data,data2,set temp,p,i,d
25.496636,26.073175,25.5,24.0,8.0,1.0
25.49624,26.073175,25.5,24.0,8.0,1.0
25.496514,26.072503,25.5,24.0,8.0,1.0
25.496514,26.073236,25.5,24.0,8.0,1.0
25.496697,26.071984,25.5,24.0,8.0,1.0
25.497277,26.069238,25.5,24.0,8.0,1.0
25.496575,26.069238,25.5,24.0,8.0,1.0
25.495751,26.068841,25.5,24.0,8.0,1.0
25.495751,26.067498,25.5,24.0,8.0,1.0
25.496392,26.065698,25.5,24.0,8.0,1.0
25.496118,26.066003,25.5,24.0,8.0,1.0
25.495721,26.064508,25.5,24.0,8.0,1.0
25.497674,26.064508,25.5,24.0,8.0,1.0
25.497674,26.063073,25.5,24.0,8.0,1.0
25.495721,26.063439,25.5,24.0,8.0,1.0
25.497857,26.065057,25.5,24.0,8.0,1.0
25.496392,26.06286,25.5,24.0,8.0,1.0
25.496392,26.06286,25.5,24.0,8.0,1.0
25.496392,26.062677,25.5,24.0,8.0,1.0
25.496881,26.061517,25.5,24.0,8.0,1.0
25.496697,26.061425,25.5,24.0,8.0,1.0
25.49685,26.067987,25.5,24.0,8.0,1.0
25.495263,26.067987,25.5,24.0,8.0,1.0
25.495263,26.067376,25.5,24.0,8.0,1.0
25.493951,26.066613,25.5,24.0,8.0,1.0
25.495721,26.061791,25.5,24.0,8.0,1.0
25.497338,26.060845,25.5,24.0,8.0,1.0
25.499353,26.060845,25.5,24.0,8.0,1.0
25.499353,26.057641,25.5,24.0,8.0,1.0
25.500634,26.057305,25.5,24.0,8.0,1.0
25.498773,26.057519,25.5,24.0,8.0,1.0
25.500329,26.053613,25.5,24.0,8.0,1.0
25.49981,26.053613,25.5,24.0,8.0,1.0
25.49981,26.054803,25.5,24.0,8.0,1.0
25.49981,26.050958,25.5,24.0,8.0,1.0
25.500909,26.052056,25.5,24.0,8.0,1.0
25.50036,26.050683,25.5,24.0,8.0,1.0
25.499566,26.050683,25.5,24.0,8.0,1.0
25.499566,26.048913,25.5,24.0,8.0,1.0
25.499749,26.051049,25.5,24.0,8.0,1.0
25.497857,26.051721,25.5,24.0,8.0,1.0
25.497155,26.052514,25.5,24.0,8.0,1.0
25.49859,26.052514,25.5,24.0,8.0,1.0
25.49859,26.054071,25.5,24.0,8.0,1.0
25.497949,26.058312,25.5,24.0,8.0,1.0
25.501,26.058129,25.5,24.0,8.0,1.0
25.501,26.059686,25.5,24.0,8.0,1.0
25.501,26.059686,25.5,24.0,8.0,1.0
25.501,26.058953,25.5,24.0,8.0,1.0
25.502008,26.058953,25.5,24.0,8.0,1.0
25.50277,26.060876,25.5,24.0,8.0,1.0
25.502221,26.061303,25.5,24.0,8.0,1.0
25.500848,26.061303,25.5,24.0,8.0,1.0
25.500848,26.061395,25.5,24.0,8.0,1.0
25.500634,26.062341,25.5,24.0,8.0,1.0
25.498895,26.060662,25.5,24.0,8.0,1.0
25.500604,26.061669,25.5,24.0,8.0,1.0
25.499932,26.061669,25.5,24.0,8.0,1.0
25.499932,26.06231,25.5,24.0,8.0,1.0
25.500848,26.061761,25.5,24.0,8.0,1.0
25.498895,26.063592,25.5,24.0,8.0,1.0
25.499749,26.062646,25.5,24.0,8.0,1.0
25.49862,26.062646,25.5,24.0,8.0,1.0
25.49862,26.063623,25.5,24.0,8.0,1.0
25.499353,26.064141,25.5,24.0,8.0,1.0
25.49923,26.063836,25.5,24.0,8.0,1.0
25.49859,26.063775,25.5,24.0,8.0,1.0
25.499932,26.063775,25.5,24.0,8.0,1.0
25.499932,26.064691,25.5,24.0,8.0,1.0
25.500268,26.06463,25.5,24.0,8.0,1.0
25.498834,26.065972,25.5,24.0,8.0,1.0
25.498406,26.064904,25.5,24.0,8.0,1.0
25.498712,26.064904,25.5,24.0,8.0,1.0
25.498986,26.066278,25.5,24.0,8.0,1.0
25.498986,26.066064,25.5,24.0,8.0,1.0
25.498834,26.068505,25.5,24.0,8.0,1.0
25.49859,26.069116,25.5,24.0,8.0,1.0
25.499017,26.069116,25.5,24.0,8.0,1.0
25.498834,26.074426,25.5,24.0,8.0,1.0
25.498834,26.075891,25.5,24.0,8.0,1.0
25.499749,26.078332,25.5,24.0,8.0,1.0
25.500146,26.077722,25.5,24.0,8.0,1.0
25.500054,26.077722,25.5,24.0,8.0,1.0
25.499871,26.075677,25.5,24.0,8.0,1.0
25.499871,26.076593,25.5,24.0,8.0,1.0
25.500634,26.075677,25.5,24.0,8.0,1.0
25.499932,26.073815,25.5,24.0,8.0,1.0
25.499871,26.073815,25.5,24.0,8.0,1.0
25.500268,26.0729,25.5,24.0,8.0,1.0
25.500268,26.073693,25.5,24.0,8.0,1.0
25.501641,26.072656,25.5,24.0,8.0,1.0
25.499871,26.069268,25.5,24.0,8.0,1.0
25.500207,26.069268,25.5,24.0,8.0,1.0
25.500451,26.068933,25.5,24.0,8.0,1.0
25.500451,26.072045,25.5,24.0,8.0,1.0
25.498437,26.079614,25.5,24.0,8.0,1.0
25.500207,26.081658,25.5,24.0,8.0,1.0
25.498895,26.081658,25.5,24.0,8.0,1.0
25.498132,26.075067,25.5,24.0,8.0,1.0
25.498345,26.072045,25.5,24.0,8.0,1.0
25.49859,26.07055,25.5,24.0,8.0,1.0
25.496697,26.07055,25.5,24.0,8.0,1.0
25.500482,26.068627,25.5,24.0,8.0,1.0
25.500482,26.066522,25.5,24.0,8.0,1.0
25.499688,26.068292,25.5,24.0,8.0,1.0
25.499719,26.068627,25.5,24.0,8.0,1.0
25.500329,26.068627,25.5,24.0,8.0,1.0
25.500207,26.068933,25.5,24.0,8.0,1.0
25.500207,26.064813,25.5,24.0,8.0,1.0
25.501,26.064752,25.5,24.0,8.0,1.0
25.501397,26.063073,25.5,24.0,8.0,1.0
25.501397,26.063073,25.5,24.0,8.0,1.0
25.499566,26.059289,25.5,24.0,8.0,1.0
25.499566,26.058587,25.5,24.0,8.0,1.0
25.500207,26.057519,25.5,24.0,8.0,1.0
25.49981,26.058312,25.5,24.0,8.0,1.0
25.50039,26.058312,25.5,24.0,8.0,1.0
25.501275,26.058312,25.5,24.0,8.0,1.0
25.501275,26.060205,25.5,24.0,8.0,1.0
25.501458,26.060845,25.5,24.0,8.0,1.0
25.502008,26.064813,25.5,24.0,8.0,1.0
25.499993,26.064813,25.5,24.0,8.0,1.0
25.501855,26.070764,25.5,24.0,8.0,1.0
25.501855,26.076318,25.5,24.0,8.0,1.0
25.501092,26.082482,25.5,24.0,8.0,1.0
25.502008,26.089013,25.5,24.0,8.0,1.0
25.500848,26.089013,25.5,24.0,8.0,1.0
25.502862,26.092462,25.5,24.0,8.0,1.0
25.502862,26.093041,25.5,24.0,8.0,1.0
25.502099,26.093957,25.5,24.0,8.0,1.0
25.499932,26.093652,25.5,24.0,8.0,1.0
25.500848,26.093652,25.5,24.0,8.0,1.0
25.49859,26.096307,25.5,24.0,8.0,1.0
25.49859,26.096398,25.5,24.0,8.0,1.0
25.500604,26.097528,25.5,24.0,8.0,1.0
25.498406,26.098107,25.5,24.0,8.0,1.0
25.499871,26.098107,25.5,24.0,8.0,1.0
25.498956,26.098443,25.5,24.0,8.0,1.0
25.498956,26.102166,25.5,24.0,8.0,1.0
25.498132,26.101647,25.5,24.0,8.0,1.0
25.497125,26.100274,25.5,24.0,8.0,1.0
25.498712,26.100274,25.5,24.0,8.0,1.0
25.498773,26.098779,25.5,24.0,8.0,1.0
25.498773,26.096917,25.5,24.0,8.0,1.0
25.49859,26.09475,25.5,24.0,8.0,1.0
25.499566,26.090722,25.5,24.0,8.0,1.0
25.501275,26.090722,25.5,24.0,8.0,1.0
25.500268,26.09002,25.5,24.0,8.0,1.0
25.498712,26.094384,25.5,24.0,8.0,1.0
25.498712,26.096948,25.5,24.0,8.0,1.0
25.500054,26.101068,25.5,24.0,8.0,1.0
25.499291,26.101068,25.5,24.0,8.0,1.0
25.498223,26.102502,25.5,24.0,8.0,1.0
25.501,26.098229,25.5,24.0,8.0,1.0
25.501,26.095208,25.5,24.0,8.0,1.0
25.497277,26.090814,25.5,24.0,8.0,1.0
25.498773,26.090814,25.5,24.0,8.0,1.0
25.497674,26.089135,25.5,24.0,8.0,1.0
25.496636,26.089532,25.5,24.0,8.0,1.0
25.496636,26.087762,25.5,24.0,8.0,1.0
25.494195,26.085504,25.5,24.0,8.0,1.0
25.493066,26.085504,25.5,24.0,8.0,1.0
25.494836,26.084283,25.5,24.0,8.0,1.0
25.496575,26.082177,25.5,24.0,8.0,1.0
25.496575,26.078485,25.5,24.0,8.0,1.0
25.499566,26.07763,25.5,24.0,8.0,1.0
25.49859,26.07763,25.5,24.0,8.0,1.0
25.500177,26.074975,25.5,24.0,8.0,1.0
25.501184,26.074212,25.5,24.0,8.0,1.0
25.501184,26.0729,25.5,24.0,8.0,1.0
25.501855,26.0747,25.5,24.0,8.0,1.0
25.503198,26.0747,25.5,24.0,8.0,1.0
25.501916,26.077416,25.5,24.0,8.0,1.0
25.501824,26.081079,25.5,24.0,8.0,1.0
25.501824,26.084741,25.5,24.0,8.0,1.0
25.501702,26.083673,25.5,24.0,8.0,1.0
25.503686,26.083673,25.5,24.0,8.0,1.0
25.50332,26.078546,25.5,24.0,8.0,1.0
25.501947,26.075311,25.5,24.0,8.0,1.0
25.501947,26.07348,25.5,24.0,8.0,1.0
25.503442,26.071832,25.5,24.0,8.0,1.0
25.503411,26.071832,25.5,24.0,8.0,1.0
25.504602,26.071099,25.5,24.0,8.0,1.0
25.503198,26.070367,25.5,24.0,8.0,1.0
25.503198,26.075585,25.5,24.0,8.0,1.0
25.504022,26.079827,25.5,24.0,8.0,1.0
25.502404,26.079827,25.5,24.0,8.0,1.0
25.503686,26.080346,25.5,24.0,8.0,1.0
25.502496,26.078149,25.5,24.0,8.0,1.0
25.502496,26.074609,25.5,24.0,8.0,1.0
25.50158,26.07229,25.5,24.0,8.0,1.0
25.500451,26.07229,25.5,24.0,8.0,1.0
25.499108,26.068109,25.5,24.0,8.0,1.0
25.499139,26.065789,25.5,24.0,8.0,1.0
25.499139,26.065179,25.5,24.0,8.0,1.0
25.496697,26.065209,25.5,24.0,8.0,1.0
25.498773,26.065209,25.5,24.0,8.0,1.0
25.498437,26.06408,25.5,24.0,8.0,1.0
25.498132,26.065515,25.5,24.0,8.0,1.0
25.498132,26.066094,25.5,24.0,8.0,1.0
25.499597,26.066461,25.5,24.0,8.0,1.0
25.497613,26.066461,25.5,24.0,8.0,1.0
25.500726,26.068811,25.5,24.0,8.0,1.0
25.499993,26.069085,25.5,24.0,8.0,1.0
25.499993,26.070489,25.5,24.0,8.0,1.0
25.501855,26.068627,25.5,24.0,8.0,1.0
25.50039,26.068627,25.5,24.0,8.0,1.0
25.501641,26.066705,25.5,24.0,8.0,1.0
25.500207,26.065637,25.5,24.0,8.0,1.0
25.500207,26.069085,25.5,24.0,8.0,1.0
25.500207,26.074243,25.5,24.0,8.0,1.0
25.500665,26.074243,25.5,24.0,8.0,1.0
25.501245,26.082574,25.5,24.0,8.0,1.0
25.501916,26.086724,25.5,24.0,8.0,1.0
25.501916,26.089868,25.5,24.0,8.0,1.0
25.501092,26.094628,25.5,24.0,8.0,1.0
25.501824,26.094628,25.5,24.0,8.0,1.0
25.499719,26.095758,25.5,24.0,8.0,1.0
25.499871,26.098626,25.5,24.0,8.0,1.0
25.498498,26.103234,25.5,24.0,8.0,1.0
25.498498,26.104577,25.5,24.0,8.0,1.0
25.496697,26.104577,25.5,24.0,8.0,1.0
25.496484,26.104577,25.5,24.0,8.0,1.0
25.49923,26.107019,25.5,24.0,8.0,1.0
25.497521,26.106408,25.5,24.0,8.0,1.0
25.497521,26.109948,25.5,24.0,8.0,1.0
25.499444,26.112664,25.5,24.0,8.0,1.0
25.498895,26.112664,25.5,24.0,8.0,1.0
25.497491,26.116418,25.5,24.0,8.0,1.0
25.497888,26.116662,25.5,24.0,8.0,1.0
25.497888,26.115686,25.5,24.0,8.0,1.0
25.497583,26.115686,25.5,24.0,8.0,1.0
25.496514,26.115686,25.5,24.0,8.0,1.0
25.497338,26.113641,25.5,24.0,8.0,1.0
25.498681,26.110803,25.5,24.0,8.0,1.0
25.498681,26.104577,25.5,24.0,8.0,1.0
25.497033,26.099542,25.5,24.0,8.0,1.0
25.499566,26.099542,25.5,24.0,8.0,1.0
25.499414,26.094628,25.5,24.0,8.0,1.0
25.499139,26.09237,25.5,24.0,8.0,1.0
25.499139,26.092279,25.5,24.0,8.0,1.0
25.498986,26.093896,25.5,24.0,8.0,1.0
25.501,26.093896,25.5,24.0,8.0,1.0
25.501397,26.095269,25.5,24.0,8.0,1.0
25.503137,26.095758,25.5,24.0,8.0,1.0
25.503137,26.096582,25.5,24.0,8.0,1.0
25.5039,26.097406,25.5,24.0,8.0,1.0
25.50274,26.097406,25.5,24.0,8.0,1.0
25.502496,26.100701,25.5,24.0,8.0,1.0
25.503137,26.100823,25.5,24.0,8.0,1.0
25.503137,26.102777,25.5,24.0,8.0,1.0
25.502099,26.103265,25.5,24.0,8.0,1.0
25.502191,26.103265,25.5,24.0,8.0,1.0
25.501397,26.101892,25.5,24.0,8.0,1.0
25.499719,26.102593,25.5,24.0,8.0,1.0
25.499719,26.102258,25.5,24.0,8.0,1.0
25.500146,26.101403,25.5,24.0,8.0,1.0
25.501031,26.101403,25.5,24.0,8.0,1.0
25.500451,26.100335,25.5,24.0,8.0,1.0
25.500543,26.09826,25.5,24.0,8.0,1.0
25.500543,26.098626,25.5,24.0,8.0,1.0
25.498345,26.096734,25.5,24.0,8.0,1.0
25.500268,26.096734,25.5,24.0,8.0,1.0
25.498803,26.09652,25.5,24.0,8.0,1.0
25.49859,26.095941,25.5,24.0,8.0,1.0
25.49859,26.096765,25.5,24.0,8.0,1.0
25.499139,26.097772,25.5,24.0,8.0,1.0
25.499108,26.097772,25.5,24.0,8.0,1.0
25.500207,26.098321,25.5,24.0,8.0,1.0
25.501458,26.096398,25.5,24.0,8.0,1.0
25.501458,26.099877,25.5,24.0,8.0,1.0
25.500207,26.101281,25.5,24.0,8.0,1.0
25.502984,26.101281,25.5,24.0,8.0,1.0
25.502343,26.103509,25.5,24.0,8.0,1.0
25.500146,26.103387,25.5,24.0,8.0,1.0
25.500146,26.105096,25.5,24.0,8.0,1.0
25.50155,26.107995,25.5,24.0,8.0,1.0
25.502008,26.107995,25.5,24.0,8.0,1.0
25.500329,26.108178,25.5,24.0,8.0,1.0
25.50039,26.106286,25.5,24.0,8.0,1.0
25.50039,26.106408,25.5,24.0,8.0,1.0
25.499444,26.106408,25.5,24.0,8.0,1.0
25.499749,26.106408,25.5,24.0,8.0,1.0
25.500024,26.106683,25.5,24.0,8.0,1.0
25.499749,26.104547,25.5,24.0,8.0,1.0
25.499749,26.103997,25.5,24.0,8.0,1.0
25.49862,26.101708,25.5,24.0,8.0,1.0
25.501306,26.101708,25.5,24.0,8.0,1.0
25.498254,26.101708,25.5,24.0,8.0,1.0
25.499749,26.098382,25.5,24.0,8.0,1.0
25.499749,26.098168,25.5,24.0,8.0,1.0
25.498315,26.096063,25.5,24.0,8.0,1.0
25.500604,26.096063,25.5,24.0,8.0,1.0
25.499444,26.099359,25.5,24.0,8.0,1.0
25.498773,26.09768,25.5,24.0,8.0,1.0
25.500085,26.096795,25.5,24.0,8.0,1.0
25.500085,26.096063,25.5,24.0,8.0,1.0
25.499566,26.096063,25.5,24.0,8.0,1.0
25.501123,26.093713,25.5,24.0,8.0,1.0
25.50039,26.094293,25.5,24.0,8.0,1.0
25.50039,26.093286,25.5,24.0,8.0,1.0
25.500726,26.093286,25.5,24.0,8.0,1.0
25.499627,26.091546,25.5,24.0,8.0,1.0
25.50155,26.091333,25.5,24.0,8.0,1.0
25.50039,26.093103,25.5,24.0,8.0,1.0
25.50039,26.09179,25.5,24.0,8.0,1.0
25.499261,26.09179,25.5,24.0,8.0,1.0
25.500482,26.092065,25.5,24.0,8.0,1.0
25.500024,26.093164,25.5,24.0,8.0,1.0
25.499475,26.092919,25.5,24.0,8.0,1.0
25.499475,26.094415,25.5,24.0,8.0,1.0
25.499444,26.094415,25.5,24.0,8.0,1.0
25.500207,26.093743,25.5,24.0,8.0,1.0
25.499536,26.092828,25.5,24.0,8.0,1.0
25.502343,26.089166,25.5,24.0,8.0,1.0
25.502343,26.089562,25.5,24.0,8.0,1.0
25.501123,26.089562,25.5,24.0,8.0,1.0
25.500482,26.09237,25.5,24.0,8.0,1.0
25.501306,26.094384,25.5,24.0,8.0,1.0
25.499749,26.097528,25.5,24.0,8.0,1.0
25.499749,26.098962,25.5,24.0,8.0,1.0
25.499475,26.098962,25.5,24.0,8.0,1.0
25.501397,26.098382,25.5,24.0,8.0,1.0
25.501,26.096734,25.5,24.0,8.0,1.0
25.499414,26.0953,25.5,24.0,8.0,1.0
25.499414,26.09652,25.5,24.0,8.0,1.0
25.498254,26.09652,25.5,24.0,8.0,1.0
25.497888,26.094384,25.5,24.0,8.0,1.0
25.498498,26.093621,25.5,24.0,8.0,1.0
25.499749,26.091546,25.5,24.0,8.0,1.0
25.499749,26.089562,25.5,24.0,8.0,1.0
25.500543,26.089562,25.5,24.0,8.0,1.0
25.497949,26.09179,25.5,24.0,8.0,1.0
25.50036,26.093957,25.5,24.0,8.0,1.0
25.500482,26.095666,25.5,24.0,8.0,1.0
25.500482,26.099237,25.5,24.0,8.0,1.0
25.501397,26.099237,25.5,24.0,8.0,1.0
25.501855,26.101464,25.5,24.0,8.0,1.0
25.502008,26.10415,25.5,24.0,8.0,1.0
25.502679,26.107507,25.5,24.0,8.0,1.0
25.502679,26.113336,25.5,24.0,8.0,1.0
25.50036,26.113336,25.5,24.0,8.0,1.0
25.501275,26.114556,25.5,24.0,8.0,1.0
25.499749,26.115625,25.5,24.0,8.0,1.0
25.498895,26.116143,25.5,24.0,8.0,1.0
25.498895,26.117395,25.5,24.0,8.0,1.0
25.500543,26.117395,25.5,24.0,8.0,1.0
25.499444,26.119226,25.5,24.0,8.0,1.0
25.500268,26.118646,25.5,24.0,8.0,1.0
25.497979,26.120324,25.5,24.0,8.0,1.0
25.497979,26.121942,25.5,24.0,8.0,1.0
25.498834,26.121942,25.5,24.0,8.0,1.0
25.498498,26.123468,25.5,24.0,8.0,1.0
25.499017,26.128015,25.5,24.0,8.0,1.0
25.500787,26.130487,25.5,24.0,8.0,1.0
25.500787,26.129907,25.5,24.0,8.0,1.0
25.501458,26.129907,25.5,24.0,8.0,1.0
25.499627,26.127282,25.5,24.0,8.0,1.0
25.501092,26.128656,25.5,24.0,8.0,1.0
25.50039,26.128533,25.5,24.0,8.0,1.0
25.50039,26.129052,25.5,24.0,8.0,1.0
25.502099,26.129052,25.5,24.0,8.0,1.0
25.50039,26.129632,25.5,24.0,8.0,1.0
25.499749,26.131921,25.5,24.0,8.0,1.0
25.499353,26.132989,25.5,24.0,8.0,1.0
25.499414,26.133325,25.5,24.0,8.0,1.0
25.499414,26.133325,25.5,24.0,8.0,1.0
25.50036,26.133325,25.5,24.0,8.0,1.0
25.498956,26.132104,25.5,24.0,8.0,1.0
25.499688,26.131494,25.5,24.0,8.0,1.0
25.498498,26.131372,25.5,24.0,8.0,1.0
25.498498,26.131372,25.5,24.0,8.0,1.0
25.502465,26.127923,25.5,24.0,8.0,1.0
25.500085,26.127679,25.5,24.0,8.0,1.0
25.50036,26.123468,25.5,24.0,8.0,1.0
25.499536,26.120935,25.5,24.0,8.0,1.0
25.499536,26.120935,25.5,24.0,8.0,1.0
25.499993,26.118829,25.5,24.0,8.0,1.0
25.500909,26.117547,25.5,24.0,8.0,1.0
25.499414,26.117822,25.5,24.0,8.0,1.0
25.49981,26.116296,25.5,24.0,8.0,1.0
25.49981,26.116296,25.5,24.0,8.0,1.0
25.498345,26.115289,25.5,24.0,8.0,1.0
25.498681,26.116906,25.5,24.0,8.0,1.0
25.499932,26.116296,25.5,24.0,8.0,1.0
25.501092,26.118096,25.5,24.0,8.0,1.0
25.501092,26.118096,25.5,24.0,8.0,1.0
25.502404,26.11654,25.5,24.0,8.0,1.0
25.501947,26.116815,25.5,24.0,8.0,1.0
25.500726,26.117639,25.5,24.0,8.0,1.0
25.501031,26.120416,25.5,24.0,8.0,1.0
25.501031,26.120416,25.5,24.0,8.0,1.0
25.501489,26.125421,25.5,24.0,8.0,1.0
25.50274,26.128839,25.5,24.0,8.0,1.0
25.502221,26.130822,25.5,24.0,8.0,1.0
25.49981,26.132928,25.5,24.0,8.0,1.0
25.49981,26.132928,25.5,24.0,8.0,1.0
25.502496,26.137353,25.5,24.0,8.0,1.0
25.501702,26.141534,25.5,24.0,8.0,1.0
25.500085,26.142358,25.5,24.0,8.0,1.0
25.50036,26.144555,25.5,24.0,8.0,1.0
25.50036,26.144555,25.5,24.0,8.0,1.0
25.500482,26.14248,25.5,24.0,8.0,1.0
25.498712,26.140344,25.5,24.0,8.0,1.0
25.498132,26.135705,25.5,24.0,8.0,1.0
25.498773,26.134851,25.5,24.0,8.0,1.0
25.498773,26.134851,25.5,24.0,8.0,1.0
25.498773,26.131738,25.5,24.0,8.0,1.0
25.498315,26.131311,25.5,24.0,8.0,1.0
25.498773,26.129357,25.5,24.0,8.0,1.0
25.497521,26.12774,25.5,24.0,8.0,1.0
25.497521,26.12774,25.5,24.0,8.0,1.0
25.498345,26.12713,25.5,24.0,8.0,1.0
25.498223,26.125421,25.5,24.0,8.0,1.0
25.500482,26.125482,25.5,24.0,8.0,1.0
25.50036,26.126214,25.5,24.0,8.0,1.0
25.50036,26.126214,25.5,24.0,8.0,1.0
25.499444,26.126153,25.5,24.0,8.0,1.0
25.501397,26.12597,25.5,24.0,8.0,1.0
25.500787,26.127557,25.5,24.0,8.0,1.0
25.501702,26.130273,25.5,24.0,8.0,1.0
25.501702,26.130273,25.5,24.0,8.0,1.0
25.501,26.130822,25.5,24.0,8.0,1.0
25.501855,26.132562,25.5,24.0,8.0,1.0
25.500909,26.136102,25.5,24.0,8.0,1.0
25.498162,26.136132,25.5,24.0,8.0,1.0
25.498162,26.136132,25.5,24.0,8.0,1.0
25.500848,26.138269,25.5,24.0,8.0,1.0
25.498834,26.137414,25.5,24.0,8.0,1.0
25.499353,26.138818,25.5,24.0,8.0,1.0
25.499749,26.138696,25.5,24.0,8.0,1.0
25.499749,26.138696,25.5,24.0,8.0,1.0
25.500268,26.136407,25.5,24.0,8.0,1.0
25.499475,26.13543,25.5,24.0,8.0,1.0
